regcap_amount,esdate,ipo_company,company_industry,company_type
NULL,2014-04-08,null,L,其他有限责任公司分公司
NULL,2007-01-22,null,A,个体
NULL,2015-05-12,null,F,个体
10000.0,2016-05-31,null,F,有限责任公司（自然人独资）
NULL,2008-03-10,null,H,个体
NULL,2012-06-01,null,F,个体
NULL,2017-08-09,null,G,个体
NULL,2004-02-24,null,F,个体
NULL,2013-01-31,null,F,个体
1000000.0,2016-08-12,null,E,有限责任公司（自然人投资或控股）
NULL,2016-08-16,null,F,个人独资企业
NULL,2004-11-10,null,F,个体
NULL,2017-11-17,null,H,个体
NULL,2016-11-21,null,F,个体
2000000.0,2008-07-24,null,I,有限责任公司（自然人投资或控股）
1000000.0,2017-09-20,null,F,有限责任公司（自然人投资或控股）
NULL,2007-04-17,null,F,个体
NULL,2014-11-19,null,F,个体
30000000.0,2015-11-19,null,F,有限责任公司（自然人投资或控股）
NULL,2009-04-10,null,E,有限责任公司分公司（自然人投资或控股）
NULL,2013-12-16,null,F,个体
NULL,2003-08-22,null,F,个体
NULL,2007-05-25,null,O,个体
1000000.0,2015-07-08,null,R,有限责任公司（自然人投资或控股）
NULL,2014-11-04,null,H,个体
2600000.0,1994-06-18,null,C,股份合作制
NULL,2017-10-24,null,F,个体
10000000.0,2006-05-17,null,F,有限责任公司（自然人投资或控股）
NULL,2017-08-15,null,F,个体
NULL,2012-03-20,null,F,个人独资企业
NULL,2013-06-17,null,F,个体
NULL,2017-09-27,null,F,个体
NULL,2000-01-17,null,H,个体
100000.0,2010-01-28,null,K,有限责任公司（自然人投资或控股的法人独资）
NULL,2016-05-19,null,H,个体
NULL,2006-03-06,null,F,个体
NULL,2006-09-25,null,F,个体
NULL,2016-12-27,null,F,个体
NULL,2008-09-16,null,F,个体
NULL,2016-12-13,null,C,个体
NULL,2004-05-11,null,R,个体
4800000.0,2015-05-13,null,F,有限责任公司（自然人投资或控股）
NULL,2013-06-15,null,F,个体
NULL,2015-01-13,null,F,个体
1000000.0,2016-05-26,null,E,有限责任公司（自然人独资）
100000.0,2015-12-24,null,R,有限责任公司（自然人投资或控股）
NULL,2008-07-11,null,H,个体
NULL,2017-05-04,null,F,个体
NULL,2008-05-08,null,F,个体
NULL,2010-04-30,null,F,个体
NULL,2013-10-30,null,F,个体
2000000.0,2010-07-05,null,K,其他有限责任公司
NULL,2008-06-05,null,F,个体
100000.0,2010-02-01,null,K,有限责任公司（自然人投资或控股的法人独资）
NULL,2017-12-28,null,F,个体工商户
NULL,2017-10-27,null,F,个体
NULL,2009-03-25,null,F,个体
500000.0,2012-11-02,null,L,有限责任公司（自然人投资或控股）
NULL,2014-05-12,null,H,个体
NULL,2003-07-17,null,F,个体
500000.0,2015-04-30,null,L,有限责任公司（自然人投资或控股）
2000000.0,2014-12-24,null,F,有限责任公司（自然人投资或控股）
NULL,2011-11-01,null,P,个人独资企业
NULL,2013-08-26,null,H,个体
2000000.0,2016-08-23,null,L,有限责任公司（自然人投资或控股）
2000000.0,2016-09-06,null,G,有限责任公司（自然人独资）
2000000.0,2017-09-06,null,L,有限责任公司（自然人投资或控股）
1000000.0,2010-09-13,null,E,有限责任公司（自然人投资或控股）
NULL,2012-08-21,null,F,个体
20000000.0,2011-10-31,null,I,有限责任公司（自然人投资或控股）
NULL,2009-08-07,null,F,个体
500000.0,1992-08-19,null,F,有限责任公司（自然人投资或控股）
NULL,2015-07-09,null,H,个体
NULL,1998-10-07,null,C,集体分支机构（非法人）
NULL,2013-08-01,null,F,个体
1000000.0,2015-07-23,null,I,有限责任公司（自然人投资或控股）
10000.0,2016-05-24,null,F,有限责任公司（自然人独资）
500000.0,2017-08-15,null,F,有限责任公司（自然人独资）
1000000.0,2015-03-24,null,P,有限责任公司（自然人投资或控股）
8000000.0,2016-11-10,null,E,有限责任公司（自然人投资或控股）
1000000.0,2016-09-18,null,C,有限责任公司（自然人独资）
NULL,2004-05-21,null,F,有限责任公司分公司（自然人投资或控股）
NULL,2016-07-14,null,F,个体工商户
NULL,2018-01-15,null,F,个体工商户
NULL,2017-08-22,null,H,个体
NULL,2017-06-14,null,H,个体
500000.0,2012-08-01,null,L,有限责任公司（自然人投资或控股）
200000.0,2016-07-04,null,F,有限责任公司（自然人独资）
10000000.0,2016-12-28,null,I,有限责任公司（自然人投资或控股）
1000000.0,2016-11-30,null,L,有限责任公司（自然人投资或控股）
NULL,2015-06-23,null,M,个人独资企业
NULL,2015-08-11,null,F,个体
NULL,2008-12-17,null,L,个体
NULL,2017-12-18,null,F,个体工商户
NULL,2012-08-07,null,F,个体
NULL,2008-09-03,null,F,个体工商户
5000000.0,2013-01-05,null,A,有限责任公司（自然人投资或控股）
NULL,2006-03-27,null,F,个体
8000000.0,2010-06-09,null,K,有限责任公司（自然人投资或控股）
500000.0,2011-06-13,null,L,有限责任公司（自然人投资或控股）
NULL,2015-07-03,null,R,个体
NULL,2014-12-09,null,F,个体
NULL,2016-05-30,null,F,个体
NULL,2016-11-23,null,F,个体
NULL,2005-06-09,null,F,个体
1000000.0,2004-12-23,null,I,有限责任公司（自然人投资或控股）
NULL,2016-02-23,null,I,个体
NULL,2005-01-05,null,F,个体
NULL,2016-10-28,null,F,个体
70000000.0,2016-10-25,null,F,有限责任公司（自然人投资或控股）
NULL,2017-08-29,null,F,个体
10000000.0,2015-11-26,null,I,有限责任公司（自然人独资）
100000.0,2008-04-28,null,C,有限责任公司（自然人投资或控股）
3000000.0,2012-04-25,null,I,有限责任公司（自然人投资或控股）
NULL,2009-04-21,null,F,个体
30000.0,2013-11-29,null,R,有限责任公司（自然人独资）
500000.0,2011-10-11,null,P,有限责任公司（自然人投资或控股）
10000000.0,2016-01-11,null,I,有限责任公司（自然人投资或控股）
NULL,2012-01-04,null,F,个体
NULL,2009-11-05,null,F,个体
NULL,1997-08-04,null,C,个人独资企业分支机构
500000.0,2012-07-31,null,M,有限责任公司（自然人投资或控股）
NULL,2011-09-25,null,F,个体
10000000.0,2010-08-16,null,L,有限责任公司（自然人投资或控股）
NULL,2013-03-15,null,O,个体
NULL,2013-09-03,null,F,个体
1000000.0,2012-09-25,null,R,有限责任公司（自然人投资或控股）
NULL,2009-09-22,null,F,个体
NULL,2014-12-12,null,F,个体
NULL,2011-10-25,null,L,个体
1000000.0,2012-08-13,null,I,有限责任公司（自然人独资）
NULL,2015-02-05,null,H,个体
3000000.0,2014-02-11,null,L,有限责任公司（自然人投资或控股）
NULL,2015-03-17,null,F,个体
NULL,2006-10-23,null,F,个体
NULL,2011-12-22,null,F,个体
NULL,2006-12-18,null,F,个体
NULL,2010-09-19,null,F,个体
NULL,2015-07-17,null,F,个体
NULL,2015-07-06,null,F,个体
NULL,2013-09-17,null,L,有限合伙企业
2000000.0,2011-01-14,null,F,有限责任公司（自然人投资或控股）
500000.0,2017-10-30,null,C,有限责任公司（自然人投资或控股）
NULL,2017-12-25,null,F,个体工商户
NULL,2017-04-18,null,I,个体
NULL,2007-06-07,null,F,个体
100000.0,2016-05-13,null,L,有限责任公司（自然人投资或控股）
10000000.0,1997-09-19,null,F,有限责任公司（自然人投资或控股）
1000000.0,2006-12-08,null,F,有限责任公司（自然人投资或控股）
1000000.0,2008-10-08,null,F,有限责任公司（自然人投资或控股）
2000000.0,2016-03-07,null,E,有限责任公司（自然人投资或控股）
NULL,2009-07-17,null,F,个体
NULL,2013-09-24,null,F,个体
20000000.0,2014-02-25,null,E,有限责任公司（自然人投资或控股）
NULL,2016-10-20,null,F,个人独资企业
NULL,2003-09-10,null,G,个体
5000000.0,2016-01-08,null,F,有限责任公司（自然人独资）
10000000.0,2009-10-14,null,M,有限责任公司（自然人投资或控股）
3000000.0,2016-12-30,null,L,有限责任公司（自然人独资）
1000000.0,2011-07-26,null,F,有限责任公司（自然人投资或控股）
100000.0,2017-05-04,null,F,有限责任公司（自然人独资）
1500000.0,2012-09-12,null,L,有限责任公司（自然人投资或控股）
NULL,2016-10-12,null,M,个体
NULL,2017-05-04,null,F,个体
3000000.0,2017-01-17,null,K,有限责任公司（自然人独资）
NULL,2009-03-05,null,L,个体
100000.0,2014-08-20,null,L,有限责任公司（自然人投资或控股）
50000000.0,2009-07-29,null,F,有限责任公司（自然人投资或控股的法人独资）
100000.0,2017-03-14,null,A,农民专业合作社
NULL,2008-05-09,null,H,个体
6000000.0,2016-11-22,null,F,有限责任公司（自然人独资）
NULL,2008-01-18,null,H,个体
NULL,2011-09-15,null,F,个体
NULL,2016-09-13,null,H,个体
20000000.0,2017-03-24,null,E,其他有限责任公司
500000.0,2002-11-05,null,F,有限责任公司（自然人投资或控股）
300000.0,2017-02-16,null,Q,有限责任公司（自然人独资）
NULL,2015-09-14,null,F,个体
NULL,2016-09-02,null,F,个体
1500000.0,2004-02-11,null,F,有限责任公司（自然人投资或控股）
5000000.0,2006-01-25,null,E,有限责任公司（自然人投资或控股）
1000000.0,2009-05-22,null,L,有限责任公司（自然人投资或控股）
5080000.0,2012-04-05,null,F,有限责任公司（自然人投资或控股）
NULL,2017-08-23,null,F,个体
NULL,2017-07-25,null,O,个体
NULL,2007-03-14,null,C,个体
NULL,2012-03-28,null,F,个体
NULL,2008-06-19,null,H,个体
NULL,2017-04-28,null,F,个体
NULL,2007-07-12,null,F,个体
NULL,2016-01-22,null,R,个体
NULL,2016-05-26,null,F,个体
1000000.0,2000-12-04,null,F,有限责任公司（自然人投资或控股）
NULL,2013-12-16,null,O,个体
NULL,2016-04-29,null,F,个体
NULL,2008-04-03,null,F,个体
NULL,2015-07-02,null,F,个体
500000.0,2010-02-08,null,E,有限责任公司（自然人投资或控股）
NULL,2015-05-11,null,F,个体
3000000.0,2005-05-12,null,M,有限责任公司（自然人投资或控股）
NULL,2011-09-30,null,F,个体
NULL,2017-08-08,null,F,个体
NULL,2008-04-29,null,Q,个体
NULL,2013-04-16,null,E,个体
200000.0,2012-05-22,null,L,有限责任公司（自然人投资或控股）
NULL,2010-08-09,null,O,个体
1000000.0,2016-03-28,null,F,有限责任公司（自然人投资或控股）
NULL,2006-05-27,null,H,个体
NULL,2003-11-12,null,H,个体
NULL,2010-02-08,null,F,个体
NULL,2017-10-25,null,O,个体
1000000.0,2011-03-23,null,F,有限责任公司（自然人投资或控股）
500000.0,2017-11-16,null,F,有限责任公司（自然人独资）
NULL,2014-07-15,null,F,有限责任公司分公司（自然人独资）
3000000.0,2012-12-21,null,C,有限责任公司（自然人投资或控股）
NULL,2007-11-07,null,C,个体
30000.0,2011-06-15,null,O,有限责任公司（自然人投资或控股）
NULL,2015-10-28,null,F,个体
NULL,2010-04-12,null,F,个体
200000.0,2017-12-07,null,F,有限责任公司（自然人独资）
10000000.0,2015-06-01,null,L,有限责任公司（自然人投资或控股）
NULL,2008-03-29,null,C,个体
NULL,2014-10-21,null,F,个体
NULL,2005-08-11,null,F,个体
500000.0,2013-04-12,null,F,有限责任公司（自然人投资或控股）
500000.0,2011-04-06,null,M,有限责任公司（自然人投资或控股的法人独资）
1000000.0,2008-04-11,null,F,有限责任公司（自然人投资或控股）
500000.0,2009-03-18,null,I,有限责任公司（自然人投资或控股）
2000000.0,2017-05-04,null,F,有限责任公司（自然人投资或控股）
500000.0,2016-10-10,null,F,有限责任公司（非自然人投资或控股的法人独资）
NULL,2006-12-31,null,N,个体
500000.0,2017-03-08,null,C,有限责任公司（自然人独资）
100000000.0,2015-07-02,null,I,其他有限责任公司
12000000.0,2013-11-21,null,E,有限责任公司（自然人投资或控股）
NULL,2010-10-12,null,F,个体
1300000.0,2015-11-02,null,F,有限责任公司（自然人投资或控股）
1000000.0,2016-09-07,null,L,有限责任公司（自然人投资或控股）
2000000.0,2013-08-19,null,F,有限责任公司（自然人投资或控股）
20000000.0,2002-07-12,null,I,有限责任公司（自然人投资或控股）
2000000.0,2017-02-09,null,L,有限责任公司（自然人投资或控股）
50000.0,2017-07-21,null,R,有限责任公司（自然人投资或控股）
5000000.0,2013-08-07,null,E,有限责任公司（自然人投资或控股）
NULL,2016-07-08,null,F,个体
1000000.0,2018-01-12,null,F,有限责任公司（自然人独资）
2000000.0,2016-08-02,null,I,有限责任公司（自然人投资或控股）
300000.0,2015-09-09,null,M,有限责任公司（自然人投资或控股）
NULL,2013-07-03,null,F,个体
NULL,2012-05-21,null,F,个体
NULL,2011-03-08,null,F,个体
10000000.0,2016-11-04,null,L,有限责任公司（自然人投资或控股）
NULL,2013-08-05,null,L,个体
5000000.0,2017-07-19,null,I,有限责任公司（自然人独资）
NULL,2012-09-18,null,F,个体
NULL,2001-05-29,null,F,个体
500000.0,2014-08-26,null,F,有限责任公司（自然人投资或控股）
NULL,2015-12-17,null,F,个体
1000000.0,2016-10-25,null,F,有限责任公司（自然人独资）
35000.0,2013-12-10,null,F,有限责任公司（自然人投资或控股）
NULL,2014-11-19,null,L,普通合伙企业
NULL,2004-01-13,null,F,个人独资企业
1000000.0,2014-09-23,null,R,有限责任公司（自然人投资或控股）
NULL,2004-06-02,null,C,个体
NULL,2015-05-05,null,F,个体
NULL,2009-03-17,null,F,个体
5000000.0,2016-05-18,null,E,有限责任公司（自然人独资）
10000000.0,2010-10-25,null,I,有限责任公司（自然人投资或控股）
NULL,2017-07-11,null,F,个体
NULL,2015-06-12,null,O,个体
NULL,2015-05-28,null,F,个体
NULL,2008-07-15,null,O,个体
300000.0,2016-02-29,null,I,有限责任公司（自然人投资或控股）
NULL,2017-10-31,null,F,个体
500000.0,2008-07-02,null,I,有限责任公司（自然人投资或控股）
1500000.0,2014-11-11,null,L,有限责任公司（自然人投资或控股）
NULL,2012-06-29,null,Q,个体工商户
500000.0,2007-03-16,null,G,有限责任公司（自然人投资或控股）
NULL,2018-01-19,null,F,个体工商户
NULL,2014-12-16,null,F,个体
NULL,2017-08-21,null,F,个体
2000000.0,2017-03-22,null,E,有限责任公司（自然人投资或控股）
2000000.0,2015-07-08,null,F,有限责任公司（自然人投资或控股）
5000000.0,2013-01-11,null,I,有限责任公司（自然人投资或控股）
NULL,2014-11-26,null,F,个体
NULL,2009-08-18,null,E,有限责任公司分公司（自然人投资或控股的法人独资）
NULL,2015-01-14,null,F,个体
NULL,2017-12-28,null,F,个体工商户
NULL,2008-02-21,null,F,个体
NULL,2011-05-30,null,F,个体
1000000.0,2012-09-07,null,F,有限责任公司（自然人投资或控股）
NULL,2016-11-10,null,F,个体
NULL,2011-11-18,null,F,个体
NULL,2013-07-02,null,F,个体
NULL,2014-04-24,null,O,有限责任公司分公司（自然人投资或控股）
NULL,2009-07-27,null,O,个体
NULL,2014-12-08,null,F,个体工商户
NULL,2006-11-07,null,H,个体
NULL,2016-05-13,null,F,个体工商户
NULL,2014-11-21,null,C,个体
NULL,2010-06-12,null,O,个体
500000.0,2017-06-29,null,L,有限责任公司（自然人投资或控股）
NULL,2008-07-02,null,F,个体
10000000.0,2018-01-19,null,L,有限责任公司（非自然人投资或控股的法人独资）
NULL,2016-12-27,null,F,个体
100000.0,2011-08-04,null,F,有限责任公司（自然人独资）
NULL,2013-03-29,null,E,个体
NULL,2007-07-20,null,F,个体
NULL,2005-06-16,null,F,个体
NULL,2015-11-09,null,F,个体
NULL,2014-11-07,null,F,个体
300000.0,2006-07-10,null,I,有限责任公司（自然人投资或控股）
500000.0,2007-09-10,null,I,有限责任公司（自然人投资或控股）
NULL,2016-07-15,null,R,个体
30000.0,2013-07-09,null,F,有限责任公司（自然人投资或控股）
1000000.0,2015-06-02,null,F,有限责任公司（自然人投资或控股）
NULL,2017-07-25,null,L,个体
NULL,2017-11-07,null,F,个体
NULL,2009-04-21,null,F,个体
2000000.0,2017-08-22,null,L,有限责任公司（自然人独资）
NULL,2014-07-16,null,F,个体
1000000.0,2011-04-20,null,F,有限责任公司（自然人投资或控股）
1000000.0,2016-04-15,null,L,有限责任公司（自然人投资或控股）
NULL,2014-06-10,null,F,个体
500000.0,2014-03-27,null,F,有限责任公司（自然人独资）
NULL,2003-03-17,null,F,个体
3200000.0,1998-11-30,null,I,有限责任公司（自然人投资或控股）
NULL,2016-04-22,null,A,个体
NULL,2017-01-03,null,H,个体
NULL,2014-03-14,null,F,个体
2000000.0,2014-10-15,null,F,有限责任公司（自然人独资）
NULL,2017-10-20,null,G,有限责任公司分公司（非自然人投资或控股的法人独资）
NULL,2017-10-10,null,H,个体
1000000.0,2016-09-05,null,C,有限责任公司（自然人独资）
NULL,2013-03-25,null,F,个体
NULL,2005-04-27,null,F,个体
500000.0,2006-08-18,null,G,有限责任公司（自然人投资或控股）
NULL,2015-10-09,null,O,个体
500000.0,2003-06-20,null,I,有限责任公司（自然人投资或控股）
1000000.0,2008-11-11,null,Q,有限责任公司（自然人投资或控股）
NULL,2015-10-08,null,F,个体
NULL,2017-09-26,null,H,个体
8000000.0,2014-01-15,null,K,有限责任公司（自然人投资或控股的法人独资）
1000000.0,2011-03-07,null,P,有限责任公司（自然人独资）
NULL,2017-09-26,null,F,个体
NULL,2016-03-30,null,L,个体
NULL,2007-09-07,null,M,个体
NULL,2012-02-28,null,F,个体
NULL,1998-08-25,null,F,有限责任公司分公司（自然人投资或控股）
NULL,2008-06-24,null,O,个体
NULL,2013-01-14,null,F,个体
NULL,2017-07-11,null,H,个体
500000.0,2017-04-17,null,E,有限责任公司（自然人独资）
2000000.0,2015-06-29,null,F,有限责任公司（自然人独资）
NULL,2009-05-26,null,H,个体
10000000.0,2013-06-26,null,F,有限责任公司（自然人投资或控股）
1000000.0,2014-12-22,null,F,有限责任公司（自然人独资）
NULL,2014-01-14,null,O,个体
NULL,2015-07-13,null,F,个体
NULL,2011-06-22,null,E,其他有限责任公司分公司
50000000.0,2017-10-18,null,F,有限责任公司（自然人投资或控股）
NULL,2003-07-18,null,F,个体
NULL,2015-01-22,null,A,个体
NULL,2003-05-30,null,I,个人独资企业
NULL,2003-02-19,null,C,个人独资企业
NULL,2018-01-02,null,F,个体工商户
NULL,2016-04-05,null,F,个体
6000000.0,2005-07-25,null,I,有限责任公司（自然人投资或控股）
2000000.0,2013-03-28,null,I,有限责任公司（自然人投资或控股）
100000.0,2017-12-26,null,I,有限责任公司（自然人投资或控股）
120000.0,2015-03-06,null,C,农民专业合作社
NULL,2013-04-22,null,F,个体
500000.0,2015-05-27,null,F,有限责任公司（自然人独资）
NULL,2000-01-11,null,F,个体
NULL,2015-11-17,null,H,个体
NULL,2008-04-28,null,F,个体
NULL,2007-07-19,null,F,个体
NULL,2014-02-18,null,F,个体
NULL,2009-08-27,null,F,个体
NULL,2014-11-10,null,I,个体
NULL,2015-03-17,null,O,个体
NULL,2012-01-09,null,C,有限责任公司分公司（自然人投资或控股）
NULL,2015-04-16,null,F,个体
NULL,2012-09-18,null,F,个体
NULL,2008-10-08,null,O,个体
1000000.0,2011-08-04,null,L,有限责任公司（自然人投资或控股）
1000000.0,2013-09-04,null,F,有限责任公司（自然人投资或控股）
1000000.0,2014-10-11,null,F,有限责任公司（自然人投资或控股）
1000000.0,2015-11-09,null,F,有限责任公司（自然人投资或控股）
2000000.0,2015-09-21,null,L,有限责任公司（自然人投资或控股）
NULL,2013-12-30,null,F,个体
NULL,2017-06-08,null,L,有限合伙企业
10000000.0,2010-04-15,null,L,有限责任公司（自然人投资或控股）
NULL,2015-11-12,null,R,个体
3500000.0,2004-09-02,null,F,有限责任公司（自然人投资或控股）
1000000.0,2015-10-19,null,F,有限责任公司（自然人投资或控股）
2000000.0,2015-11-13,null,F,有限责任公司（自然人独资）
1000000.0,2008-11-25,null,F,有限责任公司（自然人投资或控股）
5000000.0,2016-03-01,null,F,有限责任公司（自然人独资）
NULL,2016-12-20,null,F,个人独资企业
30000.0,2012-07-31,null,L,有限责任公司（自然人独资）
NULL,2013-05-31,null,F,个体
NULL,2003-11-10,null,F,个体
NULL,2014-01-09,null,F,个体
NULL,2016-05-10,null,F,个体
NULL,2008-09-02,null,H,个体
100000.0,2014-05-05,null,L,有限责任公司（自然人投资或控股）
NULL,2017-04-24,null,F,个体
5000000.0,2017-04-24,null,C,有限责任公司（自然人独资）
NULL,2008-07-04,null,O,个体
NULL,2013-06-09,null,F,个体
2800000.0,2014-03-06,null,I,有限责任公司（自然人投资或控股）
NULL,2013-09-13,null,F,个体
NULL,2016-05-16,null,F,个体
60000.0,2012-02-10,null,L,有限责任公司（自然人投资或控股）
NULL,2015-09-15,null,F,个体
NULL,2009-05-19,null,F,个体
NULL,2008-01-25,null,C,个体
NULL,2014-05-07,null,L,个体
NULL,2001-04-05,null,F,有限责任公司分公司（自然人投资或控股）
10000000.0,2011-01-05,null,F,有限责任公司（自然人投资或控股）
NULL,2017-12-15,null,F,个体工商户
1000000.0,2016-06-20,null,L,有限责任公司（自然人投资或控股）
500000.0,1997-08-27,null,F,有限责任公司（自然人投资或控股）
NULL,2015-06-15,null,F,个体
NULL,2014-04-02,null,F,个体工商户
NULL,2012-10-09,null,F,个体
NULL,2008-09-16,null,O,个体
200000.0,2016-04-05,null,F,有限责任公司（自然人独资）
500000.0,2015-11-27,null,M,有限责任公司（自然人独资）
500000.0,2013-12-11,null,F,有限责任公司（自然人投资或控股）
NULL,2012-04-06,null,H,个体
NULL,2012-01-10,null,F,个体
10000000.0,2015-12-04,null,R,有限责任公司（自然人投资或控股）
NULL,2015-07-09,null,H,个体
5100000.0,2017-02-24,null,E,有限责任公司（自然人投资或控股）
NULL,2012-04-18,null,L,有限责任公司分公司（自然人投资或控股）
30000.0,2011-06-28,null,F,有限责任公司（自然人投资或控股）
NULL,2008-04-21,null,C,个体
NULL,2012-08-14,null,F,个体
2000000.0,2012-11-21,null,R,有限责任公司（自然人投资或控股）
2000000.0,2016-06-07,null,L,有限责任公司（自然人投资或控股）
NULL,2011-03-02,null,I,个体
NULL,2017-08-18,null,H,个体
NULL,2013-09-18,null,I,有限责任公司分公司（自然人投资或控股）
1000000.0,2017-07-07,null,F,有限责任公司（自然人投资或控股）
NULL,2015-08-19,null,F,个体
NULL,2004-05-20,null,O,个体
1000000.0,2016-05-31,null,E,有限责任公司（自然人投资或控股）
NULL,2014-03-18,null,F,个体
1000000.0,2013-06-05,null,F,有限责任公司（自然人投资或控股）
NULL,2012-03-02,null,F,个体
5000000.0,2015-11-13,null,F,有限责任公司（自然人独资）
NULL,2008-04-09,null,H,个体
500000.0,2012-05-02,null,L,有限责任公司（自然人投资或控股）
NULL,2008-05-30,null,F,个体
NULL,2014-06-06,null,F,个体
500000.0,2006-03-23,null,E,有限责任公司（自然人投资或控股）
NULL,2015-06-11,null,I,个体
NULL,2017-11-15,null,F,个体
NULL,2017-10-23,null,F,个体
5000000.0,2014-10-15,null,I,有限责任公司（自然人独资）
NULL,2010-03-16,null,F,个体
NULL,2015-04-22,null,L,其他有限责任公司分公司
NULL,2014-05-20,null,F,个体
NULL,2013-08-29,null,F,个体
500000.0,2006-08-09,null,L,有限责任公司（自然人投资或控股的法人独资）
NULL,2009-01-22,null,F,个体
NULL,2017-08-14,null,F,个体
NULL,2017-09-01,null,H,个体
NULL,2011-10-12,null,I,个体
NULL,2014-11-03,null,F,个体
NULL,2008-09-16,null,H,个体
NULL,2004-05-25,null,O,个体
NULL,2005-04-27,null,C,个体
1000000.0,2015-08-13,null,L,有限责任公司（自然人投资或控股）
5000000.0,2014-05-09,null,K,有限责任公司（自然人投资或控股）
NULL,2014-05-14,null,F,个体
NULL,2003-10-20,null,F,个体
NULL,2015-05-05,null,F,个体
NULL,2008-04-11,null,O,个体
1600000.0,2016-05-09,null,F,有限责任公司（自然人投资或控股）
NULL,2008-06-20,null,O,个体
NULL,2009-11-25,null,L,个体
NULL,2017-08-14,null,G,个体
500000.0,2001-03-16,null,L,有限责任公司（自然人独资）
2000000.0,2014-10-15,null,F,有限责任公司（自然人投资或控股）
500000.0,2012-11-15,null,M,有限责任公司（自然人投资或控股的法人独资）
NULL,2013-07-09,null,N,有限责任公司分公司（自然人投资或控股）
NULL,2006-03-14,null,F,个体
NULL,2016-11-18,null,H,个体
NULL,2017-10-24,null,H,个体
100000.0,2015-01-13,null,O,有限责任公司（自然人独资）
NULL,2015-01-15,null,F,个体
35000000.0,2003-02-25,null,F,有限责任公司（自然人投资或控股）
NULL,2014-11-25,null,F,个体
500000.0,2017-09-14,null,F,有限责任公司（自然人独资）
650000000.0,2011-05-13,null,L,有限责任公司（自然人投资或控股）
NULL,2013-05-16,null,F,个体
NULL,2005-05-23,null,C,个体
NULL,2007-07-09,null,F,个体
NULL,2007-10-11,null,F,个体
2000000.0,2017-03-15,null,F,有限责任公司（自然人独资）
NULL,2015-12-01,null,F,个体
NULL,2012-05-22,null,F,个体
NULL,2008-09-14,null,F,个体
NULL,2018-02-01,null,F,个体工商户
NULL,2009-04-02,null,F,个体
NULL,2008-05-21,null,F,个体
NULL,2017-03-27,null,F,个体
NULL,2016-05-26,null,F,个体
NULL,2012-07-06,null,O,个体
1000000.0,2011-12-29,null,E,有限责任公司（自然人投资或控股）
1000000.0,2016-01-22,null,I,有限责任公司（自然人独资）
NULL,2015-05-07,null,F,个体
NULL,2016-06-17,null,H,个体
1000000.0,2011-05-04,null,F,有限责任公司（自然人投资或控股）
500000.0,2010-03-03,null,E,有限责任公司（自然人独资）
NULL,2006-06-07,null,H,个体
NULL,2013-05-08,null,F,个体
NULL,2012-08-22,null,O,个体
NULL,2004-11-29,null,C,个体
8000000.0,2011-01-20,null,F,有限责任公司（自然人投资或控股）
NULL,2017-10-23,null,F,个体
NULL,2010-11-16,null,H,个体
NULL,2006-11-16,null,H,个体
NULL,2012-12-05,null,F,个体
1000000.0,2013-05-30,null,F,有限责任公司（自然人投资或控股）
NULL,2012-07-03,null,I,个体
1000000.0,2018-01-12,null,E,有限责任公司（自然人投资或控股）
10000000.0,2016-08-18,null,E,有限责任公司（自然人独资）
NULL,2013-09-23,null,F,个体
1000000.0,2017-03-10,null,F,有限责任公司（自然人独资）
NULL,2007-04-26,null,L,个体
500000.0,2015-09-18,null,L,有限责任公司（自然人独资）
NULL,2011-08-16,null,F,个体
NULL,2017-10-23,null,F,个体
5000000.0,2011-04-21,null,F,有限责任公司（自然人独资）
NULL,2013-10-29,null,F,个体
NULL,2014-08-26,null,F,个体
NULL,2013-12-30,null,O,个体
5000000.0,2010-12-14,null,I,有限责任公司（自然人投资或控股）
NULL,2010-11-10,null,O,个体
1000000.0,2006-12-07,null,L,有限责任公司（自然人投资或控股）
10000000.0,2007-11-16,null,I,有限责任公司（自然人投资或控股）
2000000.0,2014-11-18,null,L,有限责任公司（自然人独资）
NULL,2015-02-03,null,F,个体
20000000.0,2016-03-30,null,F,有限责任公司（自然人独资）
2000000.0,2015-11-13,null,F,有限责任公司（自然人独资）
NULL,2006-10-08,null,D,个体
NULL,2016-07-08,null,R,个体
500000.0,2016-03-24,null,F,有限责任公司（自然人独资）
NULL,2013-05-15,null,E,有限责任公司分公司（自然人投资或控股）
2000000.0,2013-05-24,null,F,有限责任公司（自然人投资或控股）
NULL,2015-04-14,null,F,个体
NULL,2011-08-03,null,A,个体
2000000.0,2017-09-08,null,E,有限责任公司（自然人投资或控股）
1000000.0,2013-05-29,null,E,有限责任公司（自然人投资或控股）
NULL,2014-02-26,null,F,个体
NULL,2006-05-27,null,F,个体
NULL,2008-08-15,null,H,个体
1000000.0,2013-12-17,null,F,有限责任公司（自然人投资或控股）
500000.0,2009-04-02,null,E,有限责任公司（自然人投资或控股）
NULL,2010-12-07,null,F,个体
NULL,2006-06-12,null,H,个体
NULL,2014-03-31,null,F,个体
NULL,2018-01-17,null,F,个体工商户
35000000.0,2015-10-26,null,C,有限责任公司（自然人投资或控股）
500000.0,2004-09-15,null,M,有限责任公司（自然人投资或控股）
NULL,2014-07-03,null,F,个体
NULL,2013-08-07,null,F,有限责任公司分公司（自然人投资或控股）
10000000.0,2016-03-29,null,E,有限责任公司（自然人投资或控股）
